ID,ID_IN_BOOK,PROVERB,LANGUAGE,EXPLANATION (ORIGINAL LANGUAGE),EXPLANATION (ENGLISH),CATEGORY,
ZH_0764,S,上有所好，下必甚焉,ZH,意谓上司有什么喜好，属下为投其所好就会喜爱得更加厉害。,"Whatever the superior likes, the subordinates — eager to curry favor — will pursue with even greater enthusiasm.",Social Military Politics,
ZH_0765,S,上有天堂，下有苏杭,ZH,苏杭：指苏州、杭州，历史上著名的繁荣城市。指苏州 、杭州的景色 、物产可以跟神话传说中的天堂相媲美，是人们最理想的居住地方。,"""Sū-Háng"" refers to Suzhou and Hangzhou, historically famous prosperous cities. The scenery and products of Suzhou and Hangzhou rival the paradise of legend, making them the most ideal places to live.",Social Military Politics,
ZH_0766,S,上有样，下跟帮,ZH,指上边好的言行是下面学习的榜样。,The good words and deeds of those above serve as models for those below to learn from.,Social Military Politics,
ZH_0767,S,烧的纸多，惹的鬼多,ZH,纸：指祭神时烧的纸钱。指许诺给别人的钱财越多，找上门来的人也越多，麻烦就会越多。比喻给人钱财多，导致上门来找麻烦的人更多了。,"""Zhǐ"" refers to paper money burned as offerings to spirits. The more money promised to others, the more people come knocking, and the more trouble follows. Giving people too much money causes even more people to come seeking favors.",Social Military Politics,
ZH_0768,S,艄公多了打烂船,ZH,掌舵的人太多了，就会弄坏船喻指管事的人多了，意见不统一，反而会把事情搞砸。,"Too many helmsmen will wreck the boat. When too many people are in charge and opinions are not unified, things will actually be ruined.",Social Military Politics,
ZH_0769,S,蛇走无声，奸计无影,ZH,喻指凶猛的敌人和阴险的诡计无声无形，难于防御。,"A metaphor meaning that fierce enemies and insidious schemes are silent and invisible, making them difficult to defend against.",Social Military Politics,
ZH_0770,S,舍不得金弹子，打不了凤凰来,ZH,指不愿付出大的代价，就获不得好的收益。也指不付出一定的代价，就没法成事情。,"Without being willing to pay a large price, one cannot gain good returns. Without a certain investment, nothing can be accomplished.",Social Military Politics,
ZH_0771,S,舍不得孩子，套不住狼,ZH,"比喻不作出一定的牺牲，就不能打败对手。又喻指不付出高的代价,就不会得到大的收益。","Without making certain sacrifices, one cannot defeat an opponent. Without paying a high price, one will not reap great rewards.",Social Military Politics,
ZH_0772,S,社稷兴亡，匹夫有责,ZH,社稷：指国家。匹夫：指平常人。意谓国家的兴亡，与每个人都有关。,"""Shèjì"" means the nation; ""pǐfū"" means an ordinary person. The rise and fall of the nation concerns every single person.",Social Military Politics,
ZH_0773,S,射人先射马，擒贼须擒王,ZH,指想要射死骑马的人，先得射死马；想要捉拿贼寇，须先得捉拿贼寇的首领。也指对敌作战要击中要害。比喻解决问题要抓住问题的关键所在。,"To shoot the rider, first shoot the horse; to capture bandits, first capture their leader. In fighting an enemy, one must strike at the vital point. When solving problems, one must grasp the key issue.",Social Military Politics,
ZH_0774,S,身处江湖，心存魏阙,ZH,魏阙：古时宫门外的阙门，喻指朝廷。自己在偏远的地方，但心中却思念着朝廷。意谓忧国忧民。,"""Wèiquè"" refers to the gate-towers outside the palace in ancient times, symbolizing the imperial court. Though one's body is in a remote place, one's heart yearns for the court — meaning to be concerned about the nation and its people.",Social Military Politics,
ZH_0775,S,伸手三分利，不给也够本,ZH,指只要动手就会得到好处和收益。,"As long as one takes action, one will gain benefits and returns.",Social Military Politics,
ZH_0776,S,身正不怕影子斜,ZH,指身子正就不担心影子是倾斜的。比喻自己行为端正，就不怕他人说三道四。换句话说，行为正派的人不怕他人的造谣诽谤。,"If one's body is upright, one need not fear that one's shadow is crooked. A person whose conduct is proper need not fear others' gossip. An upright person is unafraid of slander and rumors.",Social Military Politics,
ZH_0777,S,神山佳话多,ZH,神仙居住的地方，传颂的奇闻逸事就会多一点。,"Where immortals dwell, there are naturally more wondrous tales and legends to tell.",Social Military Politics,
ZH_0778,S,神仙打仗，凡人遭殃,ZH,比喻上级人物争夺取利，倒霉的却是下面的普通人。,"When those above struggle over profits, it is the ordinary people below who suffer.",Social Military Politics,
ZH_0779,S,生成的豆芽长不成树,ZH,如果人从生下来就小小家子气，长大也不会有大出息。,"If a person is petty and small-minded from birth, they will not amount to much when grown.",Social Military Politics,
ZH_0780,S,生看衣衫熟看人,ZH,"指第一次见面是从穿着上来识别人的身份，了解后却是从人品上来评价一个人。换句话说,不了解的人，第一次相识，是通过对方的穿着，猜测他的身份；相识以后，就要看他的为人。","Upon first meeting, one judges a person by their clothing to determine their identity; after getting to know them, one evaluates them by their character. When meeting a stranger for the first time, one guesses their status from their attire; once acquainted, one looks at their personal conduct.",Social Military Politics,
ZH_0781,S,生铁不炼不成钢,ZH,铁不经冶炼不会成钢。意指人如果不经过艰难困苦的磨炼，就不会成为有用的人才。,Iron that is not smelted will not become steel. A person who does not undergo the tempering of hardship and adversity will not become a useful talent.,Social Military Politics,
ZH_0782,S,胜负乃兵家常事,ZH,打仗是胜还是败，是用兵的人常常会碰到的事情。多指世上没有常胜将军，不能因暂时的失败而垂头丧气。,Victory and defeat are common occurrences for those who lead armies. There is no general who wins every battle; one must not lose heart over temporary setbacks.,Social Military Politics,
ZH_0783,S,省事不如省官,ZH,删减事务，不如裁减官员。指官僚系统过于庞大，会影响工作效率。,"Rather than cutting tasks, it is better to cut officials. An overly bloated bureaucracy will undermine work efficiency.",Social Military Politics,
ZH_0784,S,十分惺惺使五分,ZH,惺惺：机灵，聪明。指聪明才智不能用完，必须留有余地。,"""Xīngxīng"" means clever and sharp. Clever wits should not be exhausted completely; one must always leave some in reserve.",Social Military Politics,
ZH_0785,S,十谒朱门九不开,ZH,谒：拜见。朱门：红漆大门，喻指富贵人家。指进人官府很困难。说明如果朝有钱人家借贷，常常会碰壁。,"""Yè"" means to pay a formal visit; ""zhūmén"" (red-lacquered gates) is a metonym for wealthy and noble households. Entering the gates of officialdom is extremely difficult. Trying to borrow money from rich families often results in being turned away.",Social Military Politics,
ZH_0786,S,十个嘴把式，顶不住一个手把式,ZH,指能说的人再多，也比不上一个能做事的人。,"No matter how many people can talk, they cannot compare with one person who can actually do things.",Social Military Politics,
ZH_0787,S,十个衙门九个赃,ZH,指古时的官府大部分都有贪污受贿的污点。,"In ancient times, most government offices had some taint of corruption and bribery.",Social Military Politics,
ZH_0788,S,食尽鸟投林，树倒猢狲散,ZH,指食物吃完了，鸟儿各自飞回树林里；大树倒下了，猢狲各自找各自的去处。比喻一旦权势衰败，依附的人便会立刻离之远去。,"When the food is gone, birds each fly back to the forest; when the great tree falls, the monkeys scatter to find their own way. Once power and influence decline, those who depended on it will immediately distance themselves.",Social Military Politics,
ZH_0789,S,拾了根袜带，配穷了人家,ZH,指捡到一根袜带，还得有袜子配，有了袜子还得有衣裳配，袜子又比较容易破，结果反而使家里变得更贫穷。比喻所得到的不能补偿所失去时，也就是得不偿失。,"Picking up a sock-band means one needs socks to match it, and having socks means one needs clothing to go with them, and socks wear out easily — so the household actually becomes poorer. What is gained cannot compensate for what is lost; the costs outweigh the benefits.",Social Military Politics,
